season,player,team,runs,balls,strike_rate,fours,sixes,boundary_pct,dot_balls,dot_pct,runs_z,strike_rate_z,boundary_pct_z,dot_pct_z,impact_score,impact_score_pos,phase,name,year,adj_price,ROI,ROI_z
2022,B Sai Sudharsan,Gujarat Titans,37,30,123.33,4,1,16.67,10,33.33,0.0171770897123552,0.3582728479890917,0.3412893649879938,0.2563005554350008,0.269568143378527,0.4680144882841841,powerplay,B Sai Sudharsan,2022,2487556.9016,18.814222419722604,0.2461293526909016
2022,Abhishek Sharma,Sunrisers Hyderabad,245,176,139.2,35,4,22.16,71,40.34,0.6126495330740043,0.4411555043655267,0.4709058351842515,0.4126692748505435,0.7988042220197169,0.997250566925374,powerplay,Abhishek Sharma,2022,6840781.479400001,14.578021092011872,0.19028835088674695
2025,JG Bethell,Royal Challengers Bengaluru,40,21,190.48,4,3,33.33,8,38.1,0.0776557794345833,0.5507090329491208,0.5918629204487761,0.4975766157540308,0.4545444694979671,0.6529908144036243,powerplay,JG Bethell,2025,27287000.000000004,2.393047291397457,0.02966776386866247
2019,WP Saha,Sunrisers Hyderabad,68,40,170.0,11,1,30.0,11,27.5,0.0923214612152489,0.5972999518800344,0.6566026171669102,0.2136302720799979,0.6038892410133265,0.8023355859189836,powerplay,WP Saha,2019,17331030.636,4.62947416556043,0.059148024001266404
2014,CA Pujara,Punjab Kings,64,63,101.59,11,0,17.46,32,50.79,0.1010757317661363,0.2928451826622746,0.4195253087229175,0.58906008481264,0.2393515402255673,0.4377978851312245,powerplay,CA Pujara,2014,36803349.2903,1.1895599003175827,0.013803564701129983
2019,JM Bairstow,Sunrisers Hyderabad,195,137,142.34,28,4,23.36,54,39.42,0.4066543733653057,0.4452679589748927,0.4940184845149988,0.4346813263664112,0.6398613983015171,0.8383077432071742,powerplay,JM Bairstow,2019,31773556.166,2.638381863293678,0.03290172920979554
2023,PN Mankad,Lucknow Super Giants,46,39,117.95,8,0,20.51,20,51.28,0.0716069787465891,0.2835344088121258,0.3762373045756456,0.6857511744891606,0.1626342221156266,0.3610805670212837,powerplay,PN Mankad,2023,2366172.2646,15.260113239571092,0.1992795923070497
2018,M Vohra,Royal Challengers Bengaluru,38,29,131.03,2,2,13.79,10,34.48,0.0439960362597463,0.3760256181121217,0.2745035521576238,0.3520166993992569,0.2411312267150116,0.4395775716206687,powerplay,M Vohra,2018,16415807.793,2.6777699712597305,0.03342093763211648
2024,DJ Mitchell,Chennai Super Kings,129,88,146.59,13,4,19.32,26,29.55,0.2576408365506993,0.3853080401420866,0.3518655632942648,0.2635650932549478,0.4780366648175376,0.6764830097231946,powerplay,DJ Mitchell,2024,155231545.0,0.4357896519829102,0.0038674727779633086
2022,SA Yadav,Mumbai Indians,55,35,157.14,7,1,22.86,11,31.43,0.068708358849421,0.5348489420084533,0.4874325253732096,0.2139181635820008,0.4775603454271075,0.6760066903327646,powerplay,SA Yadav,2022,6218892.254000001,10.870210685801094,0.1414125228593361
