name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price,Unnamed: 0
Yuvraj Singh,india,37.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,9,1177,28.02,136.39,8,77,74,15,2750,24.77,129.72,13,217,149,28,7.06,17.82,15.14,36,7.44,29.92,24.14,punjab-kings,2018,20000000,134.0
CH Gayle,west indies,39.0,,batsman,left-handed-bat,right-arm-offbreak,7,1899,27.93,137.51,14,158,124,16,4965,39.72,148.97,31,405,357,20,6.93,22.0,19.05,18,7.9,40.5,30.78,punjab-kings,2018,20000000,428.0
AD Nath,india,25.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,90,9.0,91.84,0,7,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2018,10000000,262.0
MK Tiwary,india,33.0,,batsman,right-handed-bat,right-arm-legbreak,0,15,15.0,88.24,0,0,0,26,1695,28.73,116.98,7,156,40,0,0.0,0.0,0.0,1,11.86,83.0,42.0,punjab-kings,2018,10000000,54.0
MA Agarwal,india,27.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,4,2665,22.78,133.25,13,264,98,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2018,10000000,59.0
RM Patidar,india,25.0,,batsman,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2018,2000000,433.0
P Sahu,india,33.0,,batting-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,19,19.0,146.16,0,1,1,0,0.0,0.0,0.0,3,8.34,48.67,35.0,punjab-kings,2018,2000000,216.0
Mayank Dagar,india,22.0,,bowling-allrounder,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2,8.89,101.5,68.5,punjab-kings,2018,2000000,435.0
CA Lynn,australia,28.0,,batsman,right-handed-bat,left-arm-orthodox,1,291,19.4,131.68,0,28,14,3,1329,34.08,140.64,10,132,66,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2018,96000000,92.0
KD Karthik,india,33.0,,wk-batsman,right-handed-bat,,22,686,26.38,142.62,1,71,28,50,4842,26.32,135.37,22,466,161,0,18.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2018,74000000,48.0
RV Uthappa,india,33.0,,wk-batsman,right-handed-bat,right-arm-medium,2,249,24.9,118.01,1,26,6,17,4952,27.51,130.36,27,481,182,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2018,64000000,86.0
Kuldeep Yadav,india,22.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2,9.33,42.0,27.0,kolkata-knight-riders,2018,58000000,99.0
N Rana,india,25.0,,batsman,left-handed-bat,right-arm-offbreak,0,15,7.5,55.56,0,0,0,8,2636,28.34,135.05,18,234,132,0,0.0,0.0,0.0,10,8.4,25.2,18.0,kolkata-knight-riders,2018,34000000,209.0
KL Nagarkoti,india,19.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,3,22,5.5,66.67,0,1,0,0,0.0,0.0,0.0,5,9.5,57.0,36.0,kolkata-knight-riders,2018,32000000,441.0
Shivam Mavi,india,20.0,,bowler,right-handed-bat,right-arm-fast-medium,0,28,14.0,155.56,0,2,2,3,51,5.67,91.08,0,4,2,7,8.79,17.57,12.0,30,8.71,31.4,21.63,kolkata-knight-riders,2018,30000000,442.0
MG Johnson,australia,37.0,6.20109,bowler,left-handed-bat,left-arm-fast,7,109,10.9,114.74,0,8,3,17,167,12.85,101.83,0,10,7,38,7.29,20.97,17.26,61,8.29,27.9,20.2,kolkata-knight-riders,2018,20000000,69.0
Shubman Gill,india,19.0,,batsman,right-handed-bat,right-arm-offbreak,2,578,30.42,139.28,3,60,22,15,3216,37.84,135.7,20,310,95,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2018,18000000,444.0
Ashwani Kumar,india,34.0,,bowler,right-handed-bat,right-arm-fast-medium,1,2,0.0,50.0,0,0,0,18,310,11.07,113.14,0,21,9,10,7.84,24.7,18.9,105,8.39,28.25,20.2,kolkata-knight-riders,2018,10000000,90.0
RK Singh,india,21.0,,batsman,left-handed-bat,right-arm-offbreak,11,546,42.0,161.07,3,45,31,11,893,30.79,143.34,4,67,46,2,3.0,1.5,3.0,0,0.0,0.0,0.0,kolkata-knight-riders,2018,8000000,345.0
JPR Scantlebury-Searles,west indies,32.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,8,8.0,133.34,0,0,1,0,0.0,0.0,0.0,2,12.71,44.5,21.0,kolkata-knight-riders,2018,3000000,448.0
IR Jaggi,india,29.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,2,76,15.2,78.36,0,6,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2018,2000000,353.0
KH Pandya,india,27.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,5,124,24.8,130.53,0,8,6,36,1647,21.96,132.83,1,144,61,15,8.11,36.93,27.33,76,7.37,34.29,27.92,mumbai-indians,2018,88000000,283.0
Ishan Kishan,india,20.0,,wk-batsman,left-handed-bat,,1,796,25.68,124.38,6,79,36,6,2644,28.43,135.87,16,255,119,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2018,62000000,255.0
KA Pollard,west indies,31.0,,batting-allrounder,right-handed-bat,right-arm-medium,21,1569,25.31,135.15,6,94,99,52,3412,28.67,147.33,16,218,223,42,8.33,28.29,20.38,69,8.79,31.59,21.57,mumbai-indians,2018,54000000,453.0
PJ Cummins,australia,25.0,6.29952,bowler,right-handed-bat,right-arm-fast,12,158,10.53,118.8,0,11,7,15,515,19.81,149.71,3,33,34,66,7.44,23.58,19.0,63,8.75,30.52,20.94,mumbai-indians,2018,54000000,93.0
E Lewis,west indies,27.0,,batsman,left-handed-bat,,3,1643,28.82,151.99,12,125,124,2,654,27.25,137.11,4,62,36,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2018,38000000,455.0
SA Yadav,india,28.0,,batsman,right-handed-bat,right-arm-offbreak,11,2598,38.21,167.08,21,237,146,23,3594,32.09,145.33,24,385,130,2,5.0,2.5,3.0,0,8.0,0.0,0.0,mumbai-indians,2018,32000000,95.0
BCJ Cutting,australia,31.0,6.29952,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,40,10.0,148.15,0,2,3,6,238,21.64,168.8,0,15,19,3,10.24,71.67,42.0,10,9.16,42.9,28.1,mumbai-indians,2018,22000000,123.0
Mujeeb Ur Rahman,bangladesh,23.0,,bowler,left-handed-bat,left-arm-fast-medium,13,87,4.58,74.36,0,3,5,8,13,13.0,56.53,0,0,1,132,7.52,21.62,17.26,61,8.14,28.89,21.28,mumbai-indians,2018,22000000,317.0
RD Chahar,india,19.0,,bowler,right-handed-bat,right-arm-legbreak,0,5,5.0,100.0,0,1,0,8,129,8.06,104.04,0,13,5,7,7.59,23.86,18.86,75,7.72,28.55,22.19,mumbai-indians,2018,19000000,365.0
PJ Sangwan,india,28.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,7,26,3.25,59.1,0,1,0,0,0.0,0.0,0.0,38,8.69,32.63,22.53,mumbai-indians,2018,15000000,259.0
JP Behrendorff,australia,28.0,,bowler,right-handed-bat,left-arm-fast-medium,1,7,7.0,77.78,0,0,0,2,6,0.0,66.67,0,0,0,18,8.36,24.61,17.67,19,9.05,29.05,19.26,mumbai-indians,2018,15000000,461.0
JP Duminy,south africa,34.0,,batting-allrounder,left-handed-bat,right-arm-offbreak,25,1934,38.68,126.25,11,138,71,26,2029,39.78,124.03,14,126,79,21,7.76,28.52,22.05,23,7.38,36.26,29.48,mumbai-indians,2018,10000000,56.0
A Dananjaya,sri lanka,25.0,,bowler,left-handed-bat,right-arm-offbreak,8,65,8.13,90.28,0,7,0,1,4,0.0,80.0,0,0,0,30,8.26,32.17,23.37,0,11.75,0.0,0.0,mumbai-indians,2018,5000000,3.0
SD Lad,india,26.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,15,15.0,115.39,0,1,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2018,2000000,210.0
M Markande,india,21.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,48,16.0,114.29,0,5,1,0,7.75,0.0,0.0,37,8.91,28.89,19.46,mumbai-indians,2018,2000000,467.0
AS Roy,india,20.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,3,26,8.67,108.34,0,3,0,0,0.0,0.0,0.0,5,8.43,38.2,27.2,mumbai-indians,2018,2000000,469.0
M Shahrukh Khan,india,20.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,25,8.33,104.17,0,2,1,0,0.0,0.0,0.0,27,8.51,25.52,18.0,mumbai-indians,2018,2000000,470.0
BA Stokes,england,27.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,9,585,21.67,128.01,1,42,22,6,935,24.61,133.96,2,81,32,26,8.39,32.92,23.54,28,8.64,35.43,24.61,rajasthan-royals,2018,125000000,360.0
JD Unadkat,india,27.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,16,197,12.31,118.68,0,16,7,14,8.68,21.5,14.86,99,8.98,32.21,21.53,rajasthan-royals,2018,115000000,23.0
SV Samson,india,24.0,,wk-batsman,right-handed-bat,,4,861,25.32,152.39,2,71,49,19,4419,30.69,138.97,25,352,206,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2018,80000000,235.0
K Gowtham,india,30.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,9,247,13.72,166.9,0,15,17,0,0.0,0.0,0.0,21,8.24,38.48,28.0,rajasthan-royals,2018,62000000,355.0
JC Buttler,england,28.0,,wk-batsman,right-handed-bat,,23,3535,35.35,146.62,26,322,152,12,3582,38.11,147.53,19,355,161,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2018,44000000,280.0
AM Rahane,india,30.0,,batsman,right-handed-bat,right-arm-medium,2,375,20.83,113.3,1,32,6,17,4642,30.14,123.43,30,478,103,0,0.0,0.0,0.0,1,5.0,5.0,6.0,rajasthan-royals,2018,40000000,476.0
DJM Short,australia,28.0,,batsman,left-handed-bat,left-arm-wrist-spin,2,642,30.57,118.89,4,71,15,0,115,16.43,116.17,0,11,5,3,7.95,50.33,38.0,1,6.33,19.0,18.0,rajasthan-royals,2018,40000000,477.0
RA Tripathi,india,27.0,,batsman,right-handed-bat,right-arm-medium,0,97,19.4,144.78,0,11,5,10,2236,26.94,139.32,12,223,84,0,0.0,0.0,0.0,0,12.0,0.0,0.0,rajasthan-royals,2018,34000000,368.0
DS Kulkarni,india,30.0,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0.0,100.0,0,0,0,14,104,11.56,96.3,0,7,2,3,6.88,18.33,16.0,86,8.31,28.77,20.78,rajasthan-royals,2018,7500000,120.0
Z Khan,afghanistan,20.0,,bowler,left-handed-bat,left-arm-wrist-spin,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,3,6.25,16.67,16.0,0,0.0,0.0,0.0,rajasthan-royals,2018,6000000,480.0
B Laughlin,australia,36.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,5,2.5,38.47,0,0,0,2,9.97,59.0,35.5,10,10.13,28.2,16.7,rajasthan-royals,2018,5000000,2.0
STR Binny,india,34.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,35,17.5,120.69,0,2,1,22,880,19.13,128.85,0,66,35,1,10.8,54.0,30.0,22,7.66,34.45,27.0,rajasthan-royals,2018,5000000,305.0
PVD Chameera,sri lanka,26.0,,bowler,right-handed-bat,right-arm-fast,13,101,6.73,89.39,0,9,1,4,43,10.75,153.58,0,3,3,55,8.09,28.87,21.42,9,9.19,48.0,31.33,rajasthan-royals,2018,5000000,483.0
Arshdeep Singh,india,30.0,,bowler,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,4,36,9.0,76.6,0,2,1,0,0.0,0.0,0.0,18,9.07,34.61,22.89,rajasthan-royals,2018,3000000,83.0
UA Birla,india,21.0,,batsman,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2018,3000000,485.0
S Midhun,india,24.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,13.5,0.0,0.0,rajasthan-royals,2018,2000000,486.0
S Gopal,india,25.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,180,12.86,106.51,0,19,2,0,0.0,0.0,0.0,52,8.16,25.92,19.06,rajasthan-royals,2018,2000000,115.0
P Chopra,india,26.0,,wk-batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,8,8.0,133.34,0,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2018,2000000,488.0
Jalaj S Saxena,india,36.0,,batting-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2018,2000000,489.0
Abhishek Sharma,india,27.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,3,87,12.43,129.86,0,7,4,0,0.0,0.0,0.0,12,7.36,37.5,30.58,rajasthan-royals,2018,2000000,129.0
MK Lomror,india,19.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,6,527,18.17,141.29,1,33,30,0,0.0,0.0,0.0,1,8.47,127.0,90.0,rajasthan-royals,2018,2000000,243.0
CR Woakes,england,29.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,8,146,16.22,124.79,0,9,7,6,78,13.0,101.3,0,7,2,31,8.07,26.52,19.71,30,8.97,21.93,14.67,royal-challengers-bengaluru,2018,74000000,346.0
YS Chahal,india,28.0,,bowler,right-handed-bat,right-arm-legbreak,4,6,3.0,46.16,0,0,0,13,37,5.29,43.03,0,0,0,96,8.19,25.09,18.38,205,7.84,22.45,17.18,royal-challengers-bengaluru,2018,60000000,149.0
UT Yadav,india,31.0,,bowler,right-handed-bat,right-arm-fast,1,22,22.0,104.77,0,2,0,31,208,9.9,103.49,0,16,9,12,9.33,23.33,15.0,144,8.49,29.98,21.18,royal-challengers-bengaluru,2018,42000000,91.0
Washington Sundar,india,19.0,,bowling-allrounder,left-handed-bat,right-arm-offbreak,8,193,13.79,121.39,1,16,9,13,378,14.0,116.31,0,32,9,48,6.94,23.5,20.31,37,7.54,35.81,28.49,royal-challengers-bengaluru,2018,32000000,495.0
NA Saini,india,26.0,,bowler,right-handed-bat,right-arm-fast,3,12,0.0,109.1,0,2,0,3,33,8.25,89.19,0,3,0,13,7.16,18.08,15.15,23,8.88,42.35,28.61,royal-challengers-bengaluru,2018,30000000,328.0
Q de Kock,south africa,26.0,,wk-batsman,left-handed-bat,,9,2584,31.51,138.33,16,264,103,6,3157,31.26,134.23,23,316,123,0,0.0,0.0,0.0,0,0.0,0.0,0.0,royal-challengers-bengaluru,2018,28000000,33.0
NM Coulter-Nile,australia,31.0,,bowler,right-handed-bat,right-arm-fast,4,150,13.64,125.0,0,10,10,6,82,6.83,113.89,0,7,4,34,8.27,23.59,17.12,48,7.7,22.92,17.85,royal-challengers-bengaluru,2018,22000000,12.0
C de Grandhomme,new zealand,32.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,7,503,15.72,137.81,3,27,30,5,303,18.94,134.67,0,18,18,12,8.62,38.42,26.75,6,8.86,53.17,36.0,royal-challengers-bengaluru,2018,22000000,499.0
M Ashwin,india,28.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,4,35,3.89,70.0,0,2,1,0,0.0,0.0,0.0,35,8.01,33.2,24.86,royal-challengers-bengaluru,2018,22000000,288.0
PA Patel,india,33.0,,wk-batsman,left-handed-bat,,0,36,18.0,112.5,0,4,1,11,2848,22.6,120.79,13,365,49,0,0.0,0.0,0.0,0,0.0,0.0,0.0,royal-challengers-bengaluru,2018,17000000,138.0
MM Ali,england,31.0,,batting-allrounder,left-handed-bat,right-arm-offbreak,17,1229,21.19,142.42,7,88,68,6,1162,22.78,141.54,6,95,67,51,8.31,27.14,19.59,35,7.07,25.51,21.66,royal-challengers-bengaluru,2018,17000000,502.0
Mandeep Singh,india,27.0,,batsman,right-handed-bat,right-arm-medium,1,87,43.5,119.18,1,11,1,16,1706,20.8,122.92,6,176,38,0,0.0,0.0,0.0,0,13.0,0.0,0.0,royal-challengers-bengaluru,2018,14000000,80.0
M Vohra,india,25.0,,batsman,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,2,1083,22.1,130.64,3,104,43,0,0.0,0.0,0.0,0,0.0,0.0,0.0,royal-challengers-bengaluru,2018,11000000,504.0
P Negi,india,25.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,9,365,14.04,126.3,0,27,16,1,5.33,16.0,18.0,34,7.87,27.62,21.06,royal-challengers-bengaluru,2018,10000000,47.0
TG Southee,new zealand,30.0,,bowler,right-handed-bat,right-arm-fast-medium,23,303,11.22,139.0,0,20,18,7,120,9.23,112.15,0,8,4,164,8.0,22.38,16.79,47,8.67,37.06,25.66,royal-challengers-bengaluru,2018,10000000,119.0
K Khejroliya,india,26.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5,10.76,43.4,24.2,royal-challengers-bengaluru,2018,8500000,359.0
A Choudhary,india,28.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,25,25.0,125.0,0,1,1,0,0.0,0.0,0.0,5,8.55,28.8,20.2,royal-challengers-bengaluru,2018,3000000,370.0
TU Deshpande,india,29.0,,batting-allrounder,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,royal-challengers-bengaluru,2018,2000000,509.0
Rashid Khan,afghanistan,20.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,25,467,13.74,126.22,0,31,28,23,545,14.73,161.73,1,39,38,161,6.08,13.8,13.61,149,6.82,21.83,19.19,sunrisers-hyderabad,2018,90000000,373.0
WP Saha,india,34.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,24,2934,24.25,127.57,13,296,87,0,0.0,0.0,0.0,0,0.0,0.0,0.0,sunrisers-hyderabad,2018,50000000,73.0
S Kaul,india,28.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,8,20,5.0,55.56,0,1,0,4,8.69,21.0,14.5,58,8.63,29.98,20.84,sunrisers-hyderabad,2018,38000000,64.0
KK Ahmed,india,21.0,,bowler,right-handed-bat,left-arm-fast-medium,2,1,0.0,50.0,0,0,0,0,1,0.2,14.29,0,0,0,16,8.52,35.13,24.75,74,8.84,25.42,17.24,sunrisers-hyderabad,2018,30000000,244.0
Sandeep Sharma,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0.0,100.0,0,0,0,21,54,9.0,77.15,0,4,0,1,10.43,73.0,42.0,137,7.89,27.07,20.6,sunrisers-hyderabad,2018,30000000,79.0
CR Brathwaite,west indies,30.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,6,310,14.76,113.14,0,13,22,1,181,13.92,163.07,0,10,16,31,8.57,32.68,22.87,13,8.95,29.15,19.54,sunrisers-hyderabad,2018,20000000,236.0
Shakib Al Hasan,bangladesh,31.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,16,2551,23.19,121.25,13,258,53,12,793,19.83,124.49,2,73,21,149,6.81,20.91,18.42,63,7.44,29.19,23.56,sunrisers-hyderabad,2018,20000000,88.0
YK Pathan,india,36.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,5,236,18.15,146.59,0,11,17,44,3204,29.13,142.98,13,262,158,13,8.62,33.69,23.46,42,7.4,33.69,27.31,sunrisers-hyderabad,2018,19000000,87.0
SP Goswami,india,29.0,,wk-batsman,left-handed-bat,,0,0,0.0,0.0,0,0,0,1,293,14.65,99.33,1,32,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,sunrisers-hyderabad,2018,10000000,519.0
Mohammad Nabi,afghanistan,33.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,25,2237,22.6,136.24,6,156,109,3,215,13.44,143.34,0,18,11,97,7.31,28.14,23.11,15,7.44,34.47,27.8,sunrisers-hyderabad,2018,10000000,376.0
CJ Jordan,england,30.0,6.2,bowler,right-handed-bat,right-arm-fast-medium,25,439,13.72,129.12,0,31,21,3,81,8.1,105.2,0,3,3,108,8.74,26.35,18.08,30,9.61,35.67,22.27,sunrisers-hyderabad,2018,10000000,375.0
Basil Thampi,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,7,32,32.0,91.43,0,1,1,0,0.0,0.0,0.0,22,9.74,38.45,23.68,sunrisers-hyderabad,2018,9500000,331.0
Sachin Baby,india,30.0,,batsman,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,2,144,16.0,122.04,0,11,5,0,0.0,0.0,0.0,2,4.8,4.0,5.0,sunrisers-hyderabad,2018,2000000,313.0
Bipul Sharma,india,35.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,9,187,23.38,152.04,0,11,9,0,0.0,0.0,0.0,17,8.06,33.65,25.06,sunrisers-hyderabad,2018,2000000,524.0
Shakib Al Hasan,bangladesh,24.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,10,362,12.93,101.69,0,27,11,0,0,0.0,0.0,0,0,0,46,6.53,25.61,23.52,0,0.0,0.0,0.0,sunrisers-hyderabad,2018,2000000,525.0
RK Bhui,india,22.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,10,2.5,38.47,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,sunrisers-hyderabad,2018,2000000,169.0
MA Agarwal,india,23.0,,batsman,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,sunrisers-hyderabad,2018,2000000,379.0
MM Sharma,india,31.0,,bowler,right-handed-bat,right-arm-fast-medium,2,3,0.0,42.86,0,0,0,14,124,7.29,93.24,0,8,4,6,8.04,30.83,23.0,132,8.67,24.67,17.07,chennai-super-kings,2019,50000000,37.0
RD Gaikwad,india,22.0,,batsman,right-handed-bat,right-arm-offbreak,4,633,39.56,143.54,4,65,24,8,2380,41.75,136.87,18,217,91,0,0.0,0.0,0.0,0,0.0,0.0,0.0,chennai-super-kings,2019,2000000,529.0
CA Ingram,south africa,34.0,,batsman,left-handed-bat,right-arm-legbreak,1,210,26.25,129.63,1,23,7,3,205,17.08,113.89,0,22,5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2019,64000000,530.0
AR Patel,india,25.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,15,535,18.45,139.33,1,41,23,36,1653,21.47,130.88,3,107,79,71,7.3,22.13,18.18,123,7.28,30.55,25.2,delhi-capitals,2019,50000000,81.0
GH Vihari,india,26.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,3,284,14.2,88.48,0,23,1,0,0.0,0.0,0.0,1,6.71,47.0,42.0,delhi-capitals,2019,20000000,231.0
SE Rutherford,west indies,21.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,6,428,25.18,143.15,2,26,29,2,106,15.14,101.93,0,3,8,1,10.29,72.0,42.0,1,8.63,59.0,41.0,delhi-capitals,2019,20000000,533.0
I Sharma,india,31.0,,bowler,right-handed-bat,right-arm-fast-medium,2,8,8.0,88.89,0,1,0,22,57,9.5,82.61,0,4,2,8,8.63,50.0,34.75,92,8.24,34.48,25.1,delhi-capitals,2019,11000000,156.0
KMA Paul,west indies,21.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,8,187,20.78,112.66,0,10,11,1,18,3.6,75.0,0,1,1,25,9.09,28.0,18.48,9,8.72,26.33,18.11,delhi-capitals,2019,5000000,535.0
Jalaj S Saxena,india,33.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,9.0,0.0,0.0,delhi-capitals,2019,2000000,106.0
NB Singh,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1,3.75,15.0,24.0,delhi-capitals,2019,2000000,281.0
CV Varun,india,28.0,,bowler,right-handed-bat,right-arm-legbreak,1,1,0.5,16.67,0,0,0,8,25,6.25,54.35,0,2,0,33,7.02,14.58,12.45,83,7.56,24.12,19.13,punjab-kings,2019,84000000,540.0
SM Curran,england,21.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,9,356,14.24,124.48,1,21,15,13,883,25.23,136.48,5,74,37,54,8.41,27.07,19.31,58,9.65,32.76,20.36,punjab-kings,2019,72000000,541.0
Mohammed Shami,india,29.0,,bowler,right-handed-bat,right-arm-fast,3,7,3.5,70.0,0,0,1,12,74,5.69,93.68,0,6,2,27,8.95,28.19,18.89,127,8.44,26.86,19.1,punjab-kings,2019,48000000,51.0
N Pooran,west indies,24.0,,wk-batsman,left-handed-bat,right-arm-offbreak,10,2275,26.15,136.4,13,152,149,18,1769,32.16,162.3,9,112,127,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2019,42000000,358.0
MC Henriques,australia,32.0,6.13547,batting-allrounder,right-handed-bat,right-arm-fast-medium,4,355,20.88,124.57,2,17,15,18,1000,27.78,126.91,5,87,28,7,8.43,27.71,19.71,42,8.14,30.69,22.62,punjab-kings,2019,10000000,24.0
GC Viljoen,south africa,30.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,3,1.5,42.86,0,0,0,0,0.0,0.0,0.0,7,9.65,31.71,19.71,punjab-kings,2019,7500000,545.0
DG Nalkande,india,21.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,12,6.0,100.0,0,0,1,0,0.0,0.0,0.0,6,10.57,24.67,14.0,punjab-kings,2019,3000000,546.0
