id,name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price
639,Tilak Varma,india,23.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2021,2000000
641,A Ashish Reddy,india,23.0,,bowler,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2021,2000000
722,RV Patel,india,27.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,80,16.0,109.59,0,6,2,0,0.0,0.0,0.0,0,7.33,0.0,0.0,Delhi Capitals,2022,2000000
646,RV Patel,india,26.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,80,16.0,109.59,0,6,2,0,0.0,0.0,0.0,0,7.33,0.0,0.0,Delhi Capitals,2021,2000000
912,Vishnu Vinod,india,30.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,56,9.33,98.25,0,3,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mumbai Indians,2023,2000000
861,Vishnu Vinod,india,29.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,56,9.33,98.25,0,3,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2022,5000000
647,Vishnu Vinod,india,28.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,56,9.33,98.25,0,3,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2021,2000000
1071,VR Iyer,india,31.0,,batting-allrounder,left-handed-bat,right-arm-medium,3,133,33.25,162.2,0,15,5,7,1326,31.57,137.13,11,121,61,5,8.18,15.0,11.0,3,10.59,47.67,27.0,Kolkata Knight Riders,2025,237500000
654,VR Iyer,india,27.0,,batting-allrounder,left-handed-bat,right-arm-medium,3,133,33.25,162.2,0,15,5,7,1326,31.57,137.13,11,121,61,5,8.18,15.0,11.0,3,10.59,47.67,27.0,Kolkata Knight Riders,2021,2000000
1078,VG Arora,india,28.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,6,9,4.5,56.25,0,0,0,0,0.0,0.0,0.0,19,9.18,30.84,20.16,Kolkata Knight Riders,2025,18000000
893,VG Arora,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,6,9,4.5,56.25,0,0,0,0,0.0,0.0,0.0,19,9.18,30.84,20.16,Kolkata Knight Riders,2023,6000000
814,VG Arora,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,6,9,4.5,56.25,0,0,0,0,0.0,0.0,0.0,19,9.18,30.84,20.16,Punjab Kings,2022,20000000
656,VG Arora,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,6,9,4.5,56.25,0,0,0,0,0.0,0.0,0.0,19,9.18,30.84,20.16,Kolkata Knight Riders,2021,2000000
1124,M Jansen,south africa,25.0,,bowling-allrounder,right-handed-bat,left-arm-fast,3,166,18.44,149.55,1,13,11,6,66,9.43,100.0,0,5,2,16,8.14,31.63,23.31,20,9.53,35.75,22.5,Punjab Kings,2025,70000000
866,M Jansen,south africa,22.0,,bowling-allrounder,right-handed-bat,left-arm-fast,3,166,18.44,149.55,1,13,11,6,66,9.43,100.0,0,5,2,16,8.14,31.63,23.31,20,9.53,35.75,22.5,Sunrisers Hyderabad,2022,42000000
661,M Jansen,south africa,21.0,,bowling-allrounder,right-handed-bat,left-arm-fast,3,166,18.44,149.55,1,13,11,6,66,9.43,100.0,0,5,2,16,8.14,31.63,23.31,20,9.53,35.75,22.5,Mumbai Indians,2021,2000000
1115,Arjun Tendulkar,india,26.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,13,13.0,144.45,0,0,1,0,0.0,0.0,0.0,3,9.37,38.0,24.33,Mumbai Indians,2025,3000000
799,Arjun Tendulkar,india,23.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,13,13.0,144.45,0,0,1,0,0.0,0.0,0.0,3,9.37,38.0,24.33,Mumbai Indians,2022,3000000
662,Arjun Tendulkar,india,22.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,13,13.0,144.45,0,0,1,0,0.0,0.0,0.0,3,9.37,38.0,24.33,Mumbai Indians,2021,2000000
956,JA Richardson,australia,28.0,,bowler,right-handed-bat,right-arm-fast,5,45,15.0,88.24,0,3,1,0,17,5.67,65.39,0,2,0,19,8.42,29.26,20.84,3,10.47,52.33,30.0,Delhi Capitals,2024,50000000
909,JA Richardson,australia,27.0,,bowler,right-handed-bat,right-arm-fast,5,45,15.0,88.24,0,3,1,0,17,5.67,65.39,0,2,0,19,8.42,29.26,20.84,3,10.47,52.33,30.0,Mumbai Indians,2023,15000000
663,JA Richardson,australia,25.0,,bowler,right-handed-bat,right-arm-fast,5,45,15.0,88.24,0,3,1,0,17,5.67,65.39,0,2,0,19,8.42,29.26,20.84,3,10.47,52.33,30.0,Punjab Kings,2021,140000000
795,RP Meredith,australia,26.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,3,0,0.0,0.0,0,0,0,9,9.72,24.67,15.22,19,9.46,32.21,20.42,Mumbai Indians,2022,10000000
664,RP Meredith,australia,25.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,3,0,0.0,0.0,0,0,0,9,9.72,24.67,15.22,19,9.46,32.21,20.42,Punjab Kings,2021,80000000
968,SN Khan,india,29.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,10,553,19.75,141.44,1,35,37,0,0.0,0.0,0.0,0,7.5,0.0,0.0,Gujarat Titans,2024,74000000
803,SN Khan,india,27.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,10,553,19.75,141.44,1,35,37,0,0.0,0.0,0.0,0,7.5,0.0,0.0,Punjab Kings,2022,90000000
665,SN Khan,india,26.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,10,553,19.75,141.44,1,35,37,0,0.0,0.0,0.0,0,7.5,0.0,0.0,Punjab Kings,2021,52500000
667,DJ Malan,england,34.0,6.0,batsman,left-handed-bat,right-arm-legbreak,8,1892,36.38,132.5,16,194,62,0,26,26.0,100.0,0,1,1,1,13.5,27.0,12.0,0,0.0,0.0,0.0,Punjab Kings,2021,15000000
671,Karanveer Singh,india,23.0,,bowling-allrounder,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2021,2000000
976,C Sakariya,india,26.0,,bowler,left-handed-bat,left-arm-fast-medium,1,5,0.0,55.56,0,0,0,2,20,3.33,64.52,0,3,0,1,9.27,34.0,22.0,20,8.44,29.95,21.3,Kolkata Knight Riders,2024,5000000
719,C Sakariya,india,24.0,,bowler,left-handed-bat,left-arm-fast-medium,1,5,0.0,55.56,0,0,0,2,20,3.33,64.52,0,3,0,1,9.27,34.0,22.0,20,8.44,29.95,21.3,Delhi Capitals,2022,42000000
673,C Sakariya,india,23.0,,bowler,left-handed-bat,left-arm-fast-medium,1,5,0.0,55.56,0,0,0,2,20,3.33,64.52,0,3,0,1,9.27,34.0,22.0,20,8.44,29.95,21.3,Rajasthan Royals,2021,12000000
835,Kuldeep Yadav,india,28.0,,bowler,left-handed-bat,left-arm-wrist-spin,3,46,11.5,77.97,0,2,0,21,183,15.25,84.73,0,16,3,69,6.77,14.07,12.46,87,8.21,27.45,20.07,Rajasthan Royals,2022,2000000
711,Kuldeep Yadav,india,28.0,,bowler,left-handed-bat,left-arm-wrist-spin,3,46,11.5,77.97,0,2,0,21,183,15.25,84.73,0,16,3,69,6.77,14.07,12.46,87,8.21,27.45,20.07,Delhi Capitals,2022,20000000
678,Kuldeep Yadav,india,27.0,,bowler,left-handed-bat,left-arm-wrist-spin,3,46,11.5,77.97,0,2,0,21,183,15.25,84.73,0,16,3,69,6.77,14.07,12.46,87,8.21,27.45,20.07,Rajasthan Royals,2021,2000000
876,KA Jamieson,new zealand,29.0,,bowler,right-handed-bat,right-arm-fast-medium,3,49,24.5,148.49,0,7,0,3,65,16.25,118.19,0,5,3,10,9.29,41.2,26.6,9,9.61,29.89,18.67,Chennai Super Kings,2023,10000000
679,KA Jamieson,new zealand,27.0,,bowler,right-handed-bat,right-arm-fast-medium,3,49,24.5,148.49,0,7,0,3,65,16.25,118.19,0,5,3,10,9.29,41.2,26.6,9,9.61,29.89,18.67,Royal Challengers Bengaluru,2021,150000000
682,RM Patidar,india,28.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,799,34.74,158.85,7,51,54,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2021,2000000
851,SS Prabhudessai,india,25.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,0,126,12.6,118.87,0,11,4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2022,3000000
684,SS Prabhudessai,india,24.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,0,126,12.6,118.87,0,11,4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2021,2000000
1140,M Theekshana,sri lanka,25.0,,bowler,right-handed-bat,right-arm-offbreak,9,66,3.88,64.08,0,4,2,1,7,7.0,100.0,0,0,1,58,6.88,26.57,23.17,25,7.66,31.88,24.96,Rajasthan Royals,2025,44000000
696,M Theekshana,sri lanka,22.0,,bowler,right-handed-bat,right-arm-offbreak,9,66,3.88,64.08,0,4,2,1,7,7.0,100.0,0,0,1,58,6.88,26.57,23.17,25,7.66,31.88,24.96,Chennai Super Kings,2022,7000000
1097,RS Hangargekar,india,23.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3,10.0,20.0,12.0,Lucknow Super Giants,2025,3000000
697,RS Hangargekar,india,20.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3,10.0,20.0,12.0,Chennai Super Kings,2022,15000000
1175,Simarjeet Singh,india,27.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,7,7.0,87.5,0,0,0,0,0.0,0.0,0.0,9,8.63,28.78,20.0,Sunrisers Hyderabad,2025,15000000
698,Simarjeet Singh,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,7,7.0,87.5,0,0,0,0,0.0,0.0,0.0,9,8.63,28.78,20.0,Chennai Super Kings,2022,2000000
1018,DP Conway,new zealand,34.0,,wk-batsman,left-handed-bat,right-arm-medium,9,1408,38.05,127.77,10,135,37,3,924,48.63,141.29,9,99,30,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2025,62500000
699,DP Conway,new zealand,31.0,,wk-batsman,left-handed-bat,right-arm-medium,9,1408,38.05,127.77,10,135,37,3,924,48.63,141.29,9,99,30,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2022,10000000
700,D Pretorius,south africa,33.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,5,261,21.75,164.16,1,22,15,1,44,11.0,157.15,0,3,3,35,8.29,19.89,14.4,6,9.52,39.67,25.0,Chennai Super Kings,2022,5000000
1033,Mukesh Choudhary,india,29.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,6,6.0,100.0,0,1,0,0,0.0,0.0,0.0,16,9.7,28.19,17.44,Chennai Super Kings,2025,3000000
704,Mukesh Choudhary,india,26.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,6,6.0,100.0,0,1,0,0,0.0,0.0,0.0,16,9.7,28.19,17.44,Chennai Super Kings,2022,2000000
705,PH Solanki,india,22.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2,6.33,19.0,18.0,Chennai Super Kings,2022,12000000
720,YV Dhull,india,20.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,16,5.33,69.57,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2022,5000000
725,TL Seifert,new zealand,28.0,,wk-batsman,right-handed-bat,,7,1291,25.31,134.76,9,111,58,0,26,8.67,113.05,0,4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2022,5000000
731,MS Wade,australia,35.0,5.5777,wk-batsman,left-handed-bat,,22,1202,26.13,134.16,3,95,46,0,183,13.07,103.39,0,23,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2022,24000000
1172,A Manohar,india,31.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,231,16.5,132.76,0,21,10,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2025,32000000
733,A Manohar,india,28.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,231,16.5,132.76,0,21,10,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2022,26000000
1010,Yash Dayal,india,27.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,28,9.57,32.86,20.61,Royal Challengers Bengaluru,2024,50000000
740,Yash Dayal,india,25.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,28,9.57,32.86,20.61,Gujarat Titans,2022,32000000
741,B Sai Sudharsan,india,21.0,,batsman,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,3,1034,47.0,139.17,6,95,31,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2022,2000000
1008,AS Joseph,west indies,28.0,,bowler,right-handed-bat,right-arm-fast,9,121,17.29,104.32,0,9,5,6,27,27.0,84.38,0,3,0,54,8.68,22.5,15.56,21,9.55,32.9,20.67,Royal Challengers Bengaluru,2024,115000000
743,AS Joseph,west indies,26.0,,bowler,right-handed-bat,right-arm-fast,9,121,17.29,104.32,0,9,5,6,27,27.0,84.38,0,3,0,54,8.68,22.5,15.56,21,9.55,32.9,20.67,Gujarat Titans,2022,24000000
756,AD Hales,england,33.0,,batsman,right-handed-bat,right-arm-medium,8,2074,30.96,138.36,12,226,69,0,148,24.67,125.43,0,13,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2022,15000000
759,B Indrajith,india,28.0,,wk-batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,21,7.0,70.0,0,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2022,2000000
761,A Tomar,india,27.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,4,4.0,50.0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2022,4000000
762,Arshad Khan,india,26.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,115,12.78,110.58,1,8,6,0,0.0,0.0,0.0,0,13.0,0.0,0.0,Kolkata Knight Riders,2022,2000000
763,R Vinay Kumar,india,23.0,,batsman,left-handed-bat,,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2022,2000000
1148,Abhishek Sharma,india,23.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2025,3000000
765,Abhishek Sharma,india,20.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2022,5500000
776,MP Yadav,india,20.0,,bowler,right-handed-bat,right-arm-fast,1,1,0.0,100.0,0,0,0,0,0,0.0,0.0,0,0,0,4,6.92,20.75,18.0,7,6.99,12.14,10.43,Lucknow Super Giants,2022,2000000
777,A Badoni,india,23.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,9,634,24.38,134.04,4,46,24,0,0.0,0.0,0.0,2,8.64,18.0,12.5,Lucknow Super Giants,2022,2000000
778,KR Mayers,west indies,30.0,,batting-allrounder,left-handed-bat,right-arm-medium,2,762,21.77,138.3,3,68,51,0,379,29.15,144.11,4,38,22,0,9.5,0.0,0.0,0,8.43,0.0,0.0,Lucknow Super Giants,2022,5000000
782,D Brevis,south africa,19.0,,batsman,right-handed-bat,right-arm-legbreak,0,5,2.5,71.43,0,0,0,0,230,23.0,133.73,0,17,16,0,0.0,0.0,0.0,1,0.0,8.0,3.0,Mumbai Indians,2022,30000000
902,DR Sams,australia,31.0,,bowling-allrounder,right-handed-bat,left-arm-fast-medium,3,106,26.5,170.97,0,8,6,4,44,4.89,100.0,0,1,3,7,10.17,43.57,25.71,14,8.72,37.36,25.71,Lucknow Super Giants,2023,7500000
789,DR Sams,australia,30.0,,bowling-allrounder,right-handed-bat,left-arm-fast-medium,3,106,26.5,170.97,0,8,6,4,44,4.89,100.0,0,1,3,7,10.17,43.57,25.71,14,8.72,37.36,25.71,Mumbai Indians,2022,26000000
1157,TH David,australia,29.0,,batsman,right-handed-bat,right-arm-offbreak,12,1201,33.36,161.21,6,101,65,12,659,28.65,170.29,0,38,46,5,9.33,51.0,32.8,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2025,30000000
791,TH David,australia,26.0,,batsman,right-handed-bat,right-arm-offbreak,12,1201,33.36,161.21,6,101,65,12,659,28.65,170.29,0,38,46,5,9.33,51.0,32.8,0,0.0,0.0,0.0,Mumbai Indians,2022,82500000
974,RK Singh,india,27.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,15,15.0,250.0,0,1,1,7,170,28.33,166.67,0,8,13,1,12.6,42.0,20.0,6,9.45,10.5,6.67,Kolkata Knight Riders,2024,2000000
792,RK Singh,india,25.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,15,15.0,250.0,0,1,1,7,170,28.33,166.67,0,8,13,1,12.6,42.0,20.0,6,9.45,10.5,6.67,Mumbai Indians,2022,2000000
797,HR Shokeen,india,22.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,3,66,22.0,101.54,0,9,0,0,0.0,0.0,0.0,5,9.24,62.8,40.8,Mumbai Indians,2022,2000000
1062,Arshad Khan,india,28.0,,bowling-allrounder,left-handed-bat,left-arm-medium,0,0,0.0,0.0,0,0,0,3,101,25.25,146.38,1,6,6,0,0.0,0.0,0.0,6,12.49,50.67,24.33,Gujarat Titans,2025,13000000
983,Arshad Khan,india,27.0,,bowling-allrounder,left-handed-bat,left-arm-medium,0,0,0.0,0.0,0,0,0,3,101,25.25,146.38,1,6,6,0,0.0,0.0,0.0,6,12.49,50.67,24.33,Lucknow Super Giants,2024,2000000
798,Arshad Khan,india,25.0,,bowling-allrounder,left-handed-bat,left-arm-medium,0,0,0.0,0.0,0,0,0,3,101,25.25,146.38,1,6,6,0,0.0,0.0,0.0,6,12.49,50.67,24.33,Mumbai Indians,2022,2000000
890,OF Smith,west indies,27.0,,bowling-allrounder,right-handed-bat,right-arm-medium,7,193,14.85,139.86,0,13,12,3,51,17.0,115.91,0,1,5,27,10.29,28.59,16.67,6,11.87,29.67,15.0,Gujarat Titans,2023,5000000
807,OF Smith,west indies,26.0,,bowling-allrounder,right-handed-bat,right-arm-medium,7,193,14.85,139.86,0,13,12,3,51,17.0,115.91,0,1,5,27,10.29,28.59,16.67,6,11.87,29.67,15.0,Punjab Kings,2022,60000000
1118,RA Bawa,india,23.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,11,5.5,78.58,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mumbai Indians,2025,3000000
809,RA Bawa,india,20.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,11,5.5,78.58,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2022,20000000
1025,NT Ellis,australia,31.0,,bowler,right-handed-bat,right-arm-fast-medium,3,18,6.0,47.37,0,0,0,1,19,4.75,76.0,0,0,1,32,7.66,16.91,13.25,18,8.61,28.22,19.67,Chennai Super Kings,2025,20000000
811,NT Ellis,australia,28.0,,bowler,right-handed-bat,right-arm-fast-medium,3,18,6.0,47.37,0,0,0,1,19,4.75,76.0,0,0,1,32,7.66,16.91,13.25,18,8.61,28.22,19.67,Punjab Kings,2022,7500000
905,PN Mankad,india,29.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,3,97,32.33,132.88,1,13,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lucknow Super Giants,2023,2000000
812,PN Mankad,india,28.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,3,97,32.33,132.88,1,13,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2022,2000000
1183,Atharva Taide,india,25.0,,batsman,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,247,27.44,147.03,2,27,8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2025,3000000
813,Atharva Taide,india,22.0,,batsman,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,247,27.44,147.03,2,27,8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2022,2000000
815,PBB Rajapaksa,sri lanka,31.0,,wk-batsman,left-handed-bat,right-arm-medium,7,733,22.91,132.79,3,63,31,0,277,21.31,145.03,1,22,15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2022,5000000
818,AR Patel,india,20.0,,bowling-allrounder,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,11.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2022,2000000
1054,M Prasidh Krishna,india,29.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,7,9,3.0,37.5,0,0,0,8,11.0,27.5,15.0,49,8.92,34.76,23.37,Gujarat Titans,2025,95000000
822,M Prasidh Krishna,india,26.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,7,9,3.0,37.5,0,0,0,8,11.0,27.5,15.0,49,8.92,34.76,23.37,Rajasthan Royals,2022,100000000
830,HE van der Dussen,south africa,33.0,,batsman,right-handed-bat,right-arm-legbreak,9,1257,33.97,129.46,9,73,60,1,22,11.0,91.67,0,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2022,10000000
949,DJ Mitchell,new zealand,33.0,,batting-allrounder,right-handed-bat,right-arm-medium,13,1411,26.62,139.29,8,98,53,2,351,27.0,131.47,2,28,10,9,10.6,21.0,11.89,1,12.13,97.0,48.0,Chennai Super Kings,2024,140000000
831,DJ Mitchell,new zealand,31.0,,batting-allrounder,right-handed-bat,right-arm-medium,13,1411,26.62,139.29,8,98,53,2,351,27.0,131.47,2,28,10,9,10.6,21.0,11.89,1,12.13,97.0,48.0,Rajasthan Royals,2022,7500000
832,OC McCoy,west indies,25.0,,bowler,left-handed-bat,left-arm-fast-medium,6,68,9.71,106.25,0,7,4,0,8,8.0,160.0,0,0,1,52,8.72,22.4,15.42,11,9.32,22.73,14.64,Rajasthan Royals,2022,7500000
833,Dhruv Jurel,india,21.0,,wk-batsman,right-handed-bat,,0,12,4.0,52.18,0,1,0,7,347,23.13,151.53,2,29,16,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2022,2000000
834,Tejas Baroka,india,26.0,,bowler,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,9.43,0.0,0.0,Rajasthan Royals,2022,2000000
837,Arshdeep Singh,india,29.0,,bowling-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2022,2000000
1139,PWH de Silva,sri lanka,28.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,14,712,13.43,128.99,2,71,16,4,72,7.2,98.64,0,7,1,131,6.99,15.41,13.24,35,8.13,21.37,15.77,Rajasthan Royals,2025,52500000
1014,PWH de Silva,sri lanka,27.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,14,712,13.43,128.99,2,71,16,4,72,7.2,98.64,0,7,1,131,6.99,15.41,13.24,35,8.13,21.37,15.77,Sunrisers Hyderabad,2024,15000000
839,PWH de Silva,sri lanka,25.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,14,712,13.43,128.99,2,71,16,4,72,7.2,98.64,0,7,1,131,6.99,15.41,13.24,35,8.13,21.37,15.77,Royal Challengers Bengaluru,2022,107500000
1087,Akash Deep,india,29.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,19,9.5,158.34,0,2,1,0,0.0,0.0,0.0,7,11.67,45.57,23.43,Lucknow Super Giants,2025,80000000
845,Akash Deep,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,19,9.5,158.34,0,2,1,0,0.0,0.0,0.0,7,11.67,45.57,23.43,Royal Challengers Bengaluru,2022,2000000
854,CM Gautam,india,19.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2022,2000000
979,DJ Willey,england,34.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,11,226,15.07,130.64,0,15,13,3,53,26.5,85.49,0,7,0,51,8.18,23.14,16.96,6,7.56,45.33,36.0,Lucknow Super Giants,2024,20000000
855,DJ Willey,england,32.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,11,226,15.07,130.64,0,15,13,3,53,26.5,85.49,0,7,0,51,8.18,23.14,16.96,6,7.56,45.33,36.0,Royal Challengers Bengaluru,2022,20000000
